Timestamp,US01M,US03MY,US02Y,US05Y,US10Y,US20Y,US30Y,FEDFUNDS,TIP,TIP_Vol,TIPS,TIPS_Vol,VIX,DJT,DJT_Vol,XLE,XLE_Vol,XLF,XLF_Vol,XLI,XLI_Vol,XLK,XLK_Vol,XLP,XLP_Vol,XLU,XLU_Vol,XLV,XLV_Vol,XLY,XLY_Vol,VIX,VIX3M,VIX9D,VVIX,UVIX,UVIX_Vol,PC,PCC,TICK,TICK.NQ,TICK.US,TICKI,TICKQ,TKVD.US,1/VOLX,1/VOLX_Vol,VIXM/VIXY,VIXM/VIXY_Vol,XLY*XLK/(XLP*XLU),XLY*XLK/(XLP*XLU)_Vol,ATHI.NQ-ATLO.NQ,ATHI.US-ATLO.US,HYG/UB1!,HYG/UB1!_Vol,6A1!,6A1!_Vol,6B1!,6B1!_Vol,6C1!,6C1!_Vol,6E1!,6E1!_Vol,6J1!,6J1!_Vol,6S1!,6S1!_Vol,CL1!,CL1!_Vol,CL2!,CL2!_Vol,HG1!,HG1!_Vol,PL1!,PL1!_Vol,SI1!,SI1!_Vol,GC1!,GC1!_Vol,ES1!,ES1!_Vol,NG1!,NG1!_Vol,YM1!,YM1!_Vol,RTY1!,RTY1!_Vol,ZT1!,ZT1!_Vol,ZF1!,ZF1!_Vol,ZN1!,ZN1!_Vol,ZB1!,ZB1!_Vol,UB1!,UB1!_Vol,RB1!,RB1!_Vol,RB2!,RB2!_Vol
2023:11:13 13:34:15,5.29,5.426,5.062,4.675,4.642,4.963,4.756,5.33,103.64,2922891,25.96,300,15.03,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.03,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,34.0,41.0,-11,566,-622291.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,213.0,479.0,0.6321472392638037,35607088.0,0.638,36465.0,1.2256,33618.0,0.72365,12624.0,1.0686,64220.0,0.0066255,56098.0,1.1095,4843.0,77.34,57281.0,77.31,23609.0,3.6325,47691.0,852.4,11390.0,22.175,17969.0,1939.1,64483.0,4423.5,166683.0,3.171,29499.0,34300.0,22787.0,1708.1,20643.0,101.21875,137646.0,104.953125,251825.0,107.375,346759.0,113.15625,84968.0,117.15625,43821.0,2.1887,3269.0,2.1664,4022.0
2023:11:13 13:34:18,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,40.0,44.0,-11,566,-611775.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,213.0,478.0,0.6321472392638037,35607088.0,0.638,36465.0,1.2256,33623.0,0.72365,12624.0,1.0686,64221.0,0.0066255,56098.0,1.1095,4843.0,77.34,57288.0,77.31,23610.0,3.6325,47696.0,852.4,11390.0,22.175,17969.0,1939.0,64490.0,4423.5,166686.0,3.171,29499.0,34300.0,22788.0,1708.1,20643.0,101.21875,137655.0,104.953125,251825.0,107.375,346765.0,113.15625,84968.0,117.15625,43821.0,2.1887,3274.0,2.1664,4027.0
2023:11:13 13:34:19,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,40.0,44.0,-11,566,-611775.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,213.0,478.0,0.6321472392638037,35607088.0,0.638,36465.0,1.2255,33626.0,0.72365,12625.0,1.06855,64246.0,0.006625,56100.0,1.1095,4843.0,77.35,57290.0,77.31,23610.0,3.6325,47696.0,852.4,11390.0,22.175,17969.0,1939.0,64495.0,4423.5,166687.0,3.17,29501.0,34300.0,22789.0,1708.1,20643.0,101.21875,137655.0,104.953125,251825.0,107.375,346766.0,113.15625,84968.0,117.15625,43821.0,2.1886,3285.0,2.1666,4038.0
2023:11:13 13:34:20,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.02,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.02,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,24.0,16.0,-11,566,-619263.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,212.0,477.0,0.6321472392638037,35607088.0,0.638,36465.0,1.2255,33626.0,0.72365,12625.0,1.06855,64255.0,0.006625,56119.0,1.1095,4844.0,77.34,57295.0,77.32,23611.0,3.6325,47696.0,852.4,11390.0,22.175,17969.0,1939.0,64496.0,4423.5,166701.0,3.171,29502.0,34300.0,22789.0,1708.1,20643.0,101.21875,137655.0,104.9453125,251826.0,107.375,347191.0,113.15625,84978.0,117.15625,43821.0,2.1886,3285.0,2.1666,4038.0
2023:11:13 13:34:21,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,24.0,16.0,-11,566,-619263.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,212.0,477.0,0.6321472392638037,35607088.0,0.638,36465.0,1.2255,33627.0,0.72365,12626.0,1.06855,64255.0,0.006625,56120.0,1.1095,4844.0,77.34,57295.0,77.32,23611.0,3.6325,47697.0,852.4,11390.0,22.175,17970.0,1939.1,64498.0,4423.5,166707.0,3.171,29502.0,34300.0,22789.0,1708.0,20646.0,101.21875,137881.0,104.9453125,251828.0,107.375,347191.0,113.15625,84978.0,117.15625,43821.0,2.1886,3285.0,2.1666,4038.0
2023:11:13 13:34:24,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,24.0,16.0,-11,566,-619263.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,212.0,477.0,0.6321472392638037,35607088.0,0.638,36465.0,1.2255,33627.0,0.72365,12626.0,1.06855,64257.0,0.006625,56136.0,1.1095,4846.0,77.34,57295.0,77.32,23611.0,3.6325,47701.0,852.4,11390.0,22.175,17970.0,1939.1,64498.0,4423.5,166720.0,3.171,29502.0,34300.0,22789.0,1708.0,20646.0,101.21875,137881.0,104.9453125,252013.0,107.375,347192.0,113.15625,85117.0,117.15625,43821.0,2.1886,3285.0,2.1666,4038.0
2023:11:13 13:34:26,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,17.0,7.0,-11,566,-626544.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,212.0,475.0,0.6321472392638037,35607088.0,0.638,36468.0,1.2255,33627.0,0.72365,12646.0,1.06855,64259.0,0.0066255,56138.0,1.1095,4847.0,77.34,57334.0,77.31,23617.0,3.6325,47701.0,852.4,11390.0,22.175,17970.0,1939.2,64512.0,4423.5,166736.0,3.171,29504.0,34300.0,22789.0,1708.0,20650.0,101.21875,138217.0,104.9453125,252013.0,107.375,347804.0,113.15625,85118.0,117.15625,43821.0,2.1886,3285.0,2.1666,4038.0
2023:11:13 13:34:27,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,17.0,7.0,-11,566,-626544.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,211.0,475.0,0.6321472392638037,35607088.0,0.638,36468.0,1.2255,33627.0,0.72365,12658.0,1.06855,64259.0,0.0066255,56138.0,1.10945,4848.0,77.34,57340.0,77.31,23618.0,3.6325,47701.0,852.4,11390.0,22.175,17970.0,1939.2,64514.0,4423.5,166738.0,3.172,29519.0,34300.0,22789.0,1708.1,20651.0,101.21875,138217.0,104.953125,252015.0,107.375,348250.0,113.15625,85118.0,117.15625,43821.0,2.1886,3285.0,2.1666,4038.0
2023:11:13 13:34:28,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,28.0,26.0,-11,566,-630268.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,211.0,475.0,0.6321472392638037,35607088.0,0.638,36468.0,1.2255,33627.0,0.72365,12658.0,1.06855,64259.0,0.0066255,56138.0,1.1095,4850.0,77.35,57348.0,77.31,23619.0,3.6325,47701.0,852.4,11390.0,22.175,17970.0,1939.2,64514.0,4423.5,166738.0,3.173,29520.0,34300.0,22789.0,1708.0,20652.0,101.21875,138217.0,104.953125,252015.0,107.375,348250.0,113.15625,85118.0,117.15625,43821.0,2.1886,3285.0,2.1666,4038.0
2023:11:13 13:34:31,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,28.0,26.0,-11,566,-630268.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,212.0,475.0,0.6321472392638037,35607146.0,0.63805,36471.0,1.2255,33627.0,0.7237,12668.0,1.0686,64260.0,0.0066255,56138.0,1.1095,4850.0,77.35,57351.0,77.31,23619.0,3.6325,47701.0,852.4,11390.0,22.175,17970.0,1939.2,64518.0,4423.75,166744.0,3.173,29529.0,34300.0,22789.0,1708.1,20654.0,101.21875,138217.0,104.953125,252015.0,107.375,348250.0,113.15625,85118.0,117.15625,43879.0,2.1886,3285.0,2.1666,4038.0
2023:11:13 13:34:32,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,25.0,27.0,-11,566,-630032.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,212.0,475.0,0.6321472392638037,35607147.0,0.63805,36472.0,1.2256,33640.0,0.7237,12668.0,1.06865,64263.0,0.0066255,56144.0,1.1095,4850.0,77.36,57354.0,77.31,23619.0,3.633,47714.0,852.4,11394.0,22.175,17970.0,1939.1,64523.0,4423.75,166755.0,3.173,29563.0,34302.0,22790.0,1708.2,20655.0,101.22265625,138219.0,104.953125,252058.0,107.390625,348420.0,113.1875,85130.0,117.15625,43880.0,2.1886,3286.0,2.1666,4039.0
2023:11:13 13:34:35,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,25.0,27.0,-11,566,-630032.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,212.0,475.0,0.6321472392638037,35607147.0,0.63805,36472.0,1.2256,33652.0,0.7237,12668.0,1.06865,64278.0,0.0066255,56173.0,1.1095,4850.0,77.37,57377.0,77.34,23621.0,3.633,47722.0,852.7,11403.0,22.18,17975.0,1939.2,64541.0,4423.75,166756.0,3.173,29564.0,34302.0,22796.0,1708.2,20659.0,101.22265625,138256.0,104.953125,252269.0,107.390625,349164.0,113.21875,85261.0,117.15625,43880.0,2.1886,3288.0,2.1666,4041.0
2023:11:13 13:34:37,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,28.0,32.0,-11,566,-627882.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,213.0,478.0,0.632315901814301,35607361.0,0.63805,36489.0,1.2256,33653.0,0.7237,12668.0,1.0686,64297.0,0.0066255,56232.0,1.10955,4853.0,77.37,57389.0,77.34,23641.0,3.6325,47730.0,852.7,11403.0,22.18,17978.0,1939.3,64576.0,4423.75,166832.0,3.173,29572.0,34302.0,22813.0,1708.2,20665.0,101.22265625,138318.0,104.953125,252735.0,107.375,349469.0,113.15625,86401.0,117.125,44094.0,2.1886,3288.0,2.1666,4041.0
2023:11:13 13:34:39,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,20.0,21.0,-11,566,-616682.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,211.0,476.0,0.6324846543901789,35607518.0,0.63805,36489.0,1.2255,33654.0,0.7237,12668.0,1.0686,64299.0,0.0066255,56248.0,1.1095,4860.0,77.36,57395.0,77.33,23642.0,3.6325,47732.0,852.7,11403.0,22.175,17980.0,1939.2,64577.0,4423.75,166834.0,3.173,29572.0,34302.0,22813.0,1708.0,20666.0,101.22265625,138374.0,104.9453125,252737.0,107.375,349637.0,113.125,86617.0,117.09375,44135.0,2.1886,3288.0,2.1666,4041.0
2023:11:13 13:34:40,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,20.0,21.0,-11,566,-616682.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,211.0,476.0,0.6324846543901789,35607539.0,0.63805,36489.0,1.2255,33654.0,0.7237,12668.0,1.0686,64299.0,0.0066255,56248.0,1.1095,4860.0,77.37,57397.0,77.33,23642.0,3.6325,47732.0,852.7,11403.0,22.175,17980.0,1939.2,64579.0,4423.75,166834.0,3.173,29572.0,34302.0,22813.0,1708.0,20666.0,101.22265625,138374.0,104.9453125,253147.0,107.375,349637.0,113.125,86622.0,117.09375,44272.0,2.1886,3288.0,2.1666,4041.0
2023:11:13 13:34:41,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,20.0,20.0,-11,566,-610954.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,213.0,478.0,0.6324846543901789,35607559.0,0.63805,36489.0,1.2255,33654.0,0.7237,12668.0,1.0686,64300.0,0.0066255,56248.0,1.10955,4862.0,77.37,57399.0,77.33,23642.0,3.6325,47732.0,852.7,11403.0,22.175,17980.0,1939.2,64579.0,4423.75,166834.0,3.173,29572.0,34302.0,22813.0,1708.0,20666.0,101.22265625,138376.0,104.9453125,253147.0,107.375,349637.0,113.125,86650.0,117.09375,44292.0,2.1886,3288.0,2.1666,4041.0
2023:11:13 13:34:43,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,20.0,20.0,-11,566,-610954.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,213.0,478.0,0.6324846543901789,35607561.0,0.63805,36489.0,1.2255,33654.0,0.7237,12668.0,1.0686,64300.0,0.0066255,56248.0,1.10955,4862.0,77.37,57399.0,77.33,23642.0,3.632,47735.0,852.7,11403.0,22.175,17980.0,1939.2,64580.0,4423.75,166834.0,3.173,29573.0,34302.0,22813.0,1708.0,20666.0,101.22265625,138376.0,104.9453125,253147.0,107.375,349648.0,113.125,86652.0,117.09375,44294.0,2.1886,3288.0,2.1666,4041.0
2023:11:13 13:34:44,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,24.0,15.0,-11,566,-614181.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,213.0,478.0,0.6324846543901789,35607561.0,0.63805,36489.0,1.2255,33656.0,0.7237,12668.0,1.0686,64301.0,0.0066255,56248.0,1.10955,4862.0,77.38,57400.0,77.33,23642.0,3.632,47742.0,852.7,11403.0,22.175,17980.0,1939.1,64584.0,4423.75,166834.0,3.173,29573.0,34302.0,22813.0,1708.0,20666.0,101.22265625,138378.0,104.9453125,253711.0,107.375,349648.0,113.125,86679.0,117.09375,44307.0,2.1886,3288.0,2.1666,4041.0
2023:11:13 13:34:45,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,24.0,15.0,-11,566,-614181.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,213.0,478.0,0.6324846543901789,35607574.0,0.638,36492.0,1.2255,33658.0,0.7237,12676.0,1.0686,64301.0,0.0066255,56248.0,1.10955,4862.0,77.38,57401.0,77.35,23643.0,3.632,47745.0,852.7,11403.0,22.175,17980.0,1939.1,64584.0,4423.5,166862.0,3.173,29573.0,34302.0,22813.0,1707.8,20671.0,101.21875,138379.0,104.9453125,253780.0,107.375,350356.0,113.125,86687.0,117.09375,44307.0,2.1886,3288.0,2.1666,4041.0
2023:11:13 13:34:46,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,24.0,15.0,-11,566,-614181.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,213.0,478.0,0.6324846543901789,35607574.0,0.638,36492.0,1.2255,33659.0,0.7237,12677.0,1.06855,64304.0,0.0066255,56248.0,1.10955,4862.0,77.38,57407.0,77.35,23644.0,3.632,47748.0,852.7,11403.0,22.175,17980.0,1939.1,64586.0,4423.5,166862.0,3.173,29573.0,34302.0,22813.0,1707.8,20671.0,101.22265625,138381.0,104.9453125,253780.0,107.375,350356.0,113.125,86714.0,117.09375,44307.0,2.1886,3288.0,2.1666,4041.0
2023:11:13 13:34:47,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,29.0,29.0,-11,566,-616343.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,214.0,480.0,0.6324846543901789,35607574.0,0.638,36492.0,1.2255,33659.0,0.7237,12677.0,1.06855,64305.0,0.006626,56249.0,1.10955,4862.0,77.36,57411.0,77.34,23645.0,3.632,47748.0,852.7,11403.0,22.175,17980.0,1939.0,64590.0,4423.25,166878.0,3.172,29584.0,34298.0,22815.0,1707.8,20671.0,101.22265625,138381.0,104.9453125,253780.0,107.375,350392.0,113.125,86717.0,117.09375,44307.0,2.1886,3288.0,2.1671,4042.0
2023:11:13 13:34:48,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,29.0,29.0,-11,566,-616343.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,214.0,480.0,0.6324846543901789,35607574.0,0.63795,36496.0,1.2255,33659.0,0.7237,12677.0,1.0685,64307.0,0.006626,56249.0,1.1095,4863.0,77.36,57411.0,77.34,23645.0,3.632,47748.0,852.7,11404.0,22.175,17981.0,1939.0,64590.0,4423.25,166878.0,3.172,29584.0,34298.0,22815.0,1707.8,20671.0,101.22265625,138382.0,104.953125,253781.0,107.375,350424.0,113.125,86767.0,117.09375,44307.0,2.1886,3288.0,2.1671,4042.0
2023:11:13 13:34:49,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,29.0,29.0,-11,566,-616343.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,214.0,480.0,0.6324846543901789,35607574.0,0.63795,36496.0,1.2255,33659.0,0.7237,12677.0,1.0685,64307.0,0.006626,56249.0,1.1095,4863.0,77.36,57411.0,77.34,23645.0,3.632,47748.0,852.7,11404.0,22.175,17981.0,1939.0,64590.0,4423.25,166878.0,3.172,29584.0,34298.0,22815.0,1707.8,20671.0,101.22265625,138382.0,104.953125,253781.0,107.375,350424.0,113.125,86784.0,117.09375,44307.0,2.1886,3288.0,2.1671,4042.0
2023:11:13 13:34:50,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,20.0,17.0,-11,566,-617787.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,214.0,480.0,0.6324846543901789,35607574.0,0.63795,36497.0,1.2255,33659.0,0.7237,12677.0,1.0685,64307.0,0.0066255,56275.0,1.1095,4863.0,77.35,57412.0,77.34,23645.0,3.632,47757.0,852.8,11405.0,22.175,17981.0,1939.1,64610.0,4423.25,166878.0,3.17,29598.0,34298.0,22815.0,1707.8,20674.0,101.22265625,138385.0,104.953125,253829.0,107.375,350424.0,113.125,86784.0,117.09375,44307.0,2.1886,3288.0,2.1671,4042.0
2023:11:13 13:34:51,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,20.0,17.0,-11,566,-617787.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,214.0,480.0,0.6324846543901789,35607574.0,0.63795,36497.0,1.2255,33659.0,0.7237,12677.0,1.06855,64313.0,0.0066255,56278.0,1.10945,4864.0,77.36,57415.0,77.34,23645.0,3.632,47764.0,852.8,11405.0,22.18,17984.0,1939.1,64611.0,4423.25,166878.0,3.17,29598.0,34298.0,22815.0,1707.8,20674.0,101.22265625,138386.0,104.953125,253829.0,107.375,350424.0,113.125,86784.0,117.09375,44307.0,2.1886,3288.0,2.1671,4042.0
2023:11:13 13:34:52,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,20.0,17.0,-11,566,-617787.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,214.0,480.0,0.6324846543901789,35607574.0,0.63795,36497.0,1.2255,33659.0,0.7237,12677.0,1.06855,64313.0,0.0066255,56285.0,1.10945,4864.0,77.36,57415.0,77.34,23645.0,3.632,47764.0,852.8,11405.0,22.18,17984.0,1939.1,64613.0,4423.25,166878.0,3.17,29598.0,34298.0,22815.0,1707.8,20674.0,101.22265625,138386.0,104.953125,253829.0,107.375,350424.0,113.125,86784.0,117.09375,44307.0,2.1886,3288.0,2.1671,4042.0
2023:11:13 13:34:53,5.29,5.426,5.062,4.675,4.642,4.966,4.756,5.33,103.64,2922891,25.96,300,15.01,14426.5,96850000,83.41,17291783,33.91,35153488,102.55,9576284,179.52,6675179,68.96,9266278,60.32,14015530,126.27,10401721,161.4,5156119,15.01,16.52,12.78,85.66,23.39,4668936,0.967386,1.070419,-173,18.0,11.0,-11,566,-621451.0,0.066711140760507,1959.0,0.9124748490945674,4449640.0,6.965588016272072,35113106.0,214.0,478.0,0.6324846543901789,35607574.0,0.63795,36498.0,1.2255,33659.0,0.72365,12683.0,1.0686,64322.0,0.0066255,56285.0,1.10945,4864.0,77.36,57415.0,77.34,23645.0,3.632,47764.0,852.8,11405.0,22.18,17986.0,1939.2,64614.0,4423.25,166878.0,3.172,29625.0,34298.0,22815.0,1707.8,20674.0,101.22265625,138386.0,104.953125,253829.0,107.375,350424.0,113.09375,86835.0,117.09375,44307.0,2.1886,3288.0,2.1671,4042.0
